x-axis,1
second,Volt
-36.16,4.64
-36.06,4.653
-35.96,4.671
-35.86,4.696
-35.76,4.671
-35.66,4.69
-35.56,4.659
-35.46,4.628
-35.36,4.659
-35.26,4.665
-35.16,4.628
-35.06,0.04
-34.96,0.003
-34.86,-0.035
-34.76,-0.004
-34.66,-0.029
-34.56,-0.016
-34.46,-0.029
-34.36,0.034
-34.26,0.003
-34.16,0.028
-34.06,-0.029
-33.96,0.234
-33.86,0.253
-33.76,0.253
-33.66,0.246
-33.56,0.221
-33.46,0.221
-33.36,0.253
-33.26,0.253
-33.16,0.246
-33.06,0.215
-32.96,0.446
-32.86,0.465
-32.76,0.471
-32.66,0.496
-32.56,0.503
-32.46,0.471
-32.36,0.471
-32.26,0.471
-32.16,0.471
-32.06,0.471
-31.96,0.465
-31.86,0.671
-31.76,0.721
-31.66,0.721
-31.56,0.728
-31.46,0.721
-31.36,0.696
-31.26,0.721
-31.16,0.715
-31.06,0.696
-30.96,0.765
-30.86,0.703
-30.76,0.896
-30.66,1.009
-30.56,0.946
-30.46,0.946
-30.36,0.996
-30.26,0.946
-30.16,0.953
-30.06,0.965
-29.96,0.971
-29.86,0.953
-29.76,0.946
-29.66,1.221
-29.56,1.215
-29.46,1.221
-29.36,1.203
-29.26,1.221
-29.16,1.203
-29.06,1.221
-28.96,1.253
-28.86,1.221
-28.76,1.228
-28.66,1.44
-28.56,1.49
-28.46,1.471
-28.36,1.471
-28.26,1.471
-28.16,1.471
-28.06,1.465
-27.96,1.471
-27.86,1.478
-27.76,1.471
-27.66,1.453
-27.56,1.678
-27.46,1.765
-27.36,1.721
-27.26,1.721
-27.16,1.69
-27.06,1.696
-26.96,1.728
-26.86,1.728
-26.76,1.715
-26.66,1.721
-26.56,1.753
-26.46,1.915
-26.36,1.99
-26.26,1.94
-26.16,1.971
-26.06,1.971
-25.96,1.965
-25.86,1.971
-25.76,2.003
-25.66,1.971
-25.56,1.99
-25.46,1.946
-25.36,2.234
-25.26,2.221
-25.16,2.209
-25.06,2.221
-24.96,2.171
-24.86,2.165
-24.76,2.215
-24.66,2.221
-24.56,2.221
-24.46,2.215
-24.36,2.19
-24.26,2.44
-24.16,2.446
-24.06,2.471
-23.96,2.44
-23.86,2.459
-23.76,2.44
-23.66,2.44
-23.56,2.471
-23.46,2.446
-23.36,2.465
-23.26,2.415
-23.16,2.696
-23.06,2.721
-22.96,2.69
-22.86,2.696
-22.76,2.715
-22.66,2.696
-22.56,2.721
-22.46,2.69
-22.36,2.715
-22.26,2.709
-22.16,2.715
-22.06,2.94
-21.96,2.94
-21.86,2.99
-21.76,2.94
-21.66,2.965
-21.56,2.959
-21.46,2.971
-21.36,2.971
-21.26,2.915
-21.16,2.94
-21.06,2.946
-20.96,3.215
-20.86,3.184
-20.76,3.184
-20.66,3.196
-20.56,3.19
-20.46,3.19
-20.36,3.196
-20.26,3.215
-20.16,3.215
-20.06,3.19
-19.96,3.409
-19.86,3.446
-19.76,3.415
-19.66,3.44
-19.56,3.44
-19.46,3.44
-19.36,3.446
-19.26,3.446
-19.16,3.453
-19.06,3.44
-18.96,3.49
-18.86,3.615
-18.76,3.665
-18.66,3.721
-18.56,3.696
-18.46,3.659
-18.36,3.69
-18.26,3.665
-18.16,3.696
-18.06,3.684
-17.96,3.671
-17.86,3.659
-17.76,3.94
-17.66,3.94
-17.56,3.965
-17.46,3.934
-17.36,3.965
-17.26,3.959
-17.16,3.94
-17.06,3.94
-16.96,3.959
-16.86,3.94
-16.76,3.94
-16.66,4.165
-16.56,4.165
-16.46,4.19
-16.36,4.184
-16.26,4.159
-16.16,4.196
-16.06,4.165
-15.96,4.19
-15.86,4.196
-15.76,4.178
-15.66,4.19
-15.56,4.44
-15.46,4.409
-15.36,4.39
-15.26,4.415
-15.16,4.384
-15.06,4.434
-14.96,4.421
-14.86,4.44
-14.76,4.409
-14.66,4.446
-14.56,4.615
-14.46,4.684
-14.36,4.69
-14.26,4.659
-14.16,4.634
-14.06,4.659
-13.96,4.665
-13.86,4.678
-13.76,4.659
-13.66,4.659
-13.56,4.709
-13.46,0.009
-13.36,0.028
-13.26,-0.047
-13.16,-0.054
-13.06,0.028
-12.96,-0.004
-12.86,0.034
-12.76,-0.041
-12.66,-0.004
-12.56,-0.029
-12.46,-0.029
-12.36,0.228
-12.26,0.221
-12.16,0.221
-12.06,0.228
-11.96,0.228
-11.86,0.284
-11.76,0.228
-11.66,0.221
-11.56,0.253
-11.46,0.221
-11.36,0.253
-11.26,0.478
-11.16,0.478
-11.06,0.471
-10.96,0.496
-10.86,0.496
-10.76,0.471
-10.66,0.496
-10.56,0.446
-10.46,0.471
-10.36,0.471
-10.26,0.665
-10.16,0.721
-10.06,0.69
-9.96,0.746
-9.86,0.746
-9.76,0.721
-9.66,0.715
-9.56,0.721
-9.46,0.734
-9.36,0.721
-9.26,0.721
-9.16,0.921
-9.06,0.978
-8.96,0.946
-8.86,0.978
-8.76,0.996
-8.66,0.996
-8.56,0.971
-8.46,0.946
-8.36,0.953
-8.26,0.978
-8.16,0.99
-8.06,1.165
-7.96,1.234
-7.86,1.196
-7.76,1.234
-7.66,1.253
-7.56,1.221
-7.46,1.228
-7.36,1.221
-7.26,1.253
-7.16,1.221
-7.06,1.196
-6.96,1.44
-6.86,1.496
-6.76,1.471
-6.66,1.471
-6.56,1.471
-6.46,1.471
-6.36,1.471
-6.26,1.471
-6.16,1.478
-6.06,1.453
-5.96,1.478
-5.86,1.715
-5.76,1.715
-5.66,1.69
-5.56,1.728
-5.46,1.709
-5.36,1.696
-5.26,1.721
-5.16,1.721
-5.06,1.728
-4.96,1.721
-4.86,1.696
-4.76,1.965
-4.66,1.996
-4.56,1.996
-4.46,1.971
-4.36,1.965
-4.26,1.946
-4.16,1.971
-4.06,1.909
-3.96,1.971
-3.86,1.971
-3.76,2.146
-3.66,2.165
-3.56,2.215
-3.46,2.215
-3.36,2.165
-3.26,2.215
-3.16,2.184
-3.06,2.221
-2.96,2.215
-2.86,2.19
-2.76,2.221
-2.66,2.378
-2.56,2.446
-2.46,2.465
-2.36,2.44
-2.26,2.478
-2.16,2.465
-2.06,2.44
-1.96,2.459
-1.86,2.471
-1.76,2.446
-1.66,2.453
-1.56,2.646
-1.46,2.684
-1.36,2.69
-1.26,2.721
-1.16,2.69
-1.06,2.665
-0.96,2.696
-0.86,2.74
-0.76,2.709
-0.66,2.715
-0.56,2.721
-0.46,2.946
-0.36,2.94
