x-axis,1
second,Volt
-24.99990E+00,-5.00E+00
-24.94990E+00,-5.00E+00
-24.89990E+00,-5.31E+00
-24.84990E+00,-5.00E+00
-24.79990E+00,-5.31E+00
-24.74990E+00,-4.99E+00
-24.69990E+00,-5.31E+00
-24.64990E+00,-4.99E+00
-24.59990E+00,-4.99E+00
-24.54990E+00,-5.31E+00
-24.49990E+00,-5.31E+00
-24.44990E+00,-5.31E+00
-24.39990E+00,-5.31E+00
-24.34990E+00,-4.99E+00
-24.29990E+00,-5.31E+00
-24.24990E+00,-5.00E+00
-24.19990E+00,-5.31E+00
-24.14990E+00,-5.00E+00
-24.09990E+00,-5.31E+00
-24.04990E+00,-5.31E+00
-23.99990E+00,-4.68E+00
-23.94990E+00,-4.06E+00
-23.89990E+00,-3.75E+00
-23.84990E+00,-4.06E+00
-23.79990E+00,-4.06E+00
-23.74990E+00,-3.75E+00
-23.69990E+00,-3.43E+00
-23.64990E+00,-3.75E+00
-23.59990E+00,-4.06E+00
-23.54990E+00,-4.06E+00
-23.49990E+00,-4.06E+00
-23.44990E+00,-4.06E+00
-23.39990E+00,-4.06E+00
-23.34990E+00,-4.06E+00
-23.29990E+00,-3.74E+00
-23.24990E+00,-4.06E+00
-23.19990E+00,-3.75E+00
-23.14990E+00,-4.06E+00
-23.09990E+00,-3.74E+00
-23.04990E+00,-4.06E+00
-22.99990E+00,-3.75E+00
-22.94990E+00,-3.43E+00
-22.89990E+00,-3.12E+00
-22.84990E+00,-2.49E+00
-22.79990E+00,-2.49E+00
-22.74990E+00,-2.49E+00
-22.69990E+00,-2.81E+00
-22.64990E+00,-2.49E+00
-22.59990E+00,-2.49E+00
-22.54990E+00,-2.81E+00
-22.49990E+00,-2.18E+00
-22.44990E+00,-2.49E+00
-22.39990E+00,-2.49E+00
-22.34990E+00,-2.49E+00
-22.29990E+00,-2.49E+00
-22.24990E+00,-2.80E+00
-22.19990E+00,-2.49E+00
-22.14990E+00,-2.81E+00
-22.09990E+00,-2.49E+00
-22.04990E+00,-2.49E+00
-21.99990E+00,-2.49E+00
-21.94990E+00,-2.49E+00
-21.89990E+00,-2.50E+00
-21.84990E+00,-2.80E+00
-21.79990E+00,-1.24E+00
-21.74990E+00,-1.24E+00
-21.69990E+00,-1.24E+00
-21.64990E+00,-1.24E+00
-21.59990E+00,-1.24E+00
-21.54990E+00,-1.24E+00
-21.49990E+00,-1.24E+00
-21.44990E+00,-1.24E+00
-21.39990E+00,-930E-03
-21.34990E+00,-1.25E+00
-21.29990E+00,-1.24E+00
-21.24990E+00,-1.24E+00
-21.19990E+00,-1.24E+00
-21.14990E+00,-1.24E+00
-21.09990E+00,-1.24E+00
-21.04990E+00,-1.24E+00
-20.99990E+00,-1.24E+00
-20.94990E+00,-930E-03
-20.89990E+00,-930E-03
-20.84990E+00,-1.24E+00
-20.79990E+00,-1.24E+00
-20.74990E+00,-1.24E+00
-20.69990E+00,+320E-03
-20.64990E+00,+0.0E+00
-20.59990E+00,+0.0E+00
-20.54990E+00,+320E-03
-20.49990E+00,+0.0E+00
-20.44990E+00,+0.0E+00
-20.39990E+00,+0.0E+00
-20.34990E+00,+0.0E+00
-20.29990E+00,+0.0E+00
-20.24990E+00,+320E-03
-20.19990E+00,+0.0E+00
-20.14990E+00,+320E-03
-20.09990E+00,-310E-03
-20.04990E+00,-310E-03
-19.99990E+00,+320E-03
-19.94990E+00,+320E-03
-19.89990E+00,+320E-03
-19.84990E+00,+320E-03
-19.79990E+00,+0.0E+00
-19.74990E+00,+320E-03
-19.69990E+00,+0.0E+00
-19.64990E+00,+1.26E+00
-19.59990E+00,+1.26E+00
-19.54990E+00,+1.26E+00
-19.49990E+00,+1.26E+00
-19.44990E+00,+1.26E+00
-19.39990E+00,+1.26E+00
-19.34990E+00,+1.57E+00
-19.29990E+00,+1.57E+00
-19.24990E+00,+1.57E+00
-19.19990E+00,+1.26E+00
-19.14990E+00,+1.57E+00
-19.09990E+00,+1.26E+00
-19.04990E+00,+1.26E+00
-18.99990E+00,+1.57E+00
-18.94990E+00,+1.57E+00
-18.89990E+00,+1.57E+00
-18.84990E+00,+1.57E+00
-18.79990E+00,+1.26E+00
-18.74990E+00,+1.57E+00
-18.69990E+00,+1.57E+00
-18.64990E+00,+1.26E+00
-18.59990E+00,+1.57E+00
-18.54990E+00,+2.51E+00
-18.49990E+00,+2.51E+00
-18.44990E+00,+2.82E+00
-18.39990E+00,+2.51E+00
-18.34990E+00,+2.51E+00
-18.29990E+00,+2.51E+00
-18.24990E+00,+2.82E+00
-18.19990E+00,+3.13E+00
-18.14990E+00,+3.13E+00
-18.09990E+00,+2.82E+00
-18.04990E+00,+2.51E+00
-17.99990E+00,+2.82E+00
-17.94990E+00,+2.51E+00
-17.89990E+00,+2.82E+00
-17.84990E+00,+2.51E+00
-17.79990E+00,+2.51E+00
-17.74990E+00,+2.82E+00
-17.69990E+00,+2.51E+00
-17.64990E+00,+2.51E+00
-17.59990E+00,+3.13E+00
-17.54990E+00,+2.82E+00
-17.49990E+00,+3.44E+00
-17.44990E+00,+4.07E+00
-17.39990E+00,+4.38E+00
-17.34990E+00,+3.76E+00
-17.29990E+00,+3.76E+00
-17.24990E+00,+4.38E+00
-17.19990E+00,+4.38E+00
-17.14990E+00,+4.07E+00
-17.09990E+00,+4.07E+00
-17.04990E+00,+4.07E+00
-16.99990E+00,+3.76E+00
-16.94990E+00,+4.07E+00
-16.89990E+00,+4.07E+00
-16.84990E+00,+4.38E+00
-16.79990E+00,+3.76E+00
-16.74990E+00,+4.07E+00
-16.69990E+00,+4.07E+00
-16.64990E+00,+4.07E+00
-16.59990E+00,+4.07E+00
-16.54990E+00,+4.07E+00
-16.49990E+00,+4.07E+00
-16.44990E+00,+4.07E+00
-16.39990E+00,+5.32E+00
-16.34990E+00,+5.32E+00
-16.29990E+00,+5.63E+00
-16.24990E+00,+5.32E+00
-16.19990E+00,+5.32E+00
-16.14990E+00,+5.32E+00
-16.09990E+00,+5.32E+00
-16.04990E+00,+5.32E+00
-15.99990E+00,+5.32E+00
-15.94990E+00,+5.32E+00
-15.89990E+00,+5.32E+00
-15.84990E+00,+5.32E+00
-15.79990E+00,+5.32E+00
-15.74990E+00,+5.32E+00
-15.69990E+00,+5.32E+00
-15.64990E+00,+5.32E+00
-15.59990E+00,+5.32E+00
-15.54990E+00,+5.63E+00
-15.49990E+00,+5.32E+00
-15.44990E+00,+5.63E+00
